glacier_name, lat, lon, total_area 
,36.236,82.155,3.43
,60.259,-135.643, 
2,49.07,87.02,0.22
,60.002,-137.699, 
TRIAZZA VAD. DA,46.767,10.354,0.16
TROLLBRE /ULLSFD,69.703,20.02,0.28
/SALTDL,66.922,15.745,0.9
VORINGBREEN,78.033,13.967,2.1
,32.51,79.288,0.5
5,38.88,97.9,0.38
15,43.72,88.4,0.92
,31.894,77.551,0.391
150,61.85,172.32,0.3
,36.386,83.057,0.33
,57.555,-131.868,0.02
,28.183,86.317,0.5
,29.339,83.441,0.33
,29.223,98.488,5.28
,34.715,76.837,2.7
No 26,50.228,90.068,0.1
105,42.22,70.9,0.1
N56,62.876,176.34,0.2
,37.15,75.671,0.17
,61.083,-138.944,0.13
40,42.88,82.48,0.04
,36.658,91.243,0.87
,30.043,95.727,0.6
,-16.888,-67.378,0.66
7,42.6,81.85,0.15
N. MOWICH,46.883,-121.817,6.17
,35.221,82.353,0.51
,31.784,78.119,0.1
117,65.77,140.93,0.4
,60.36,-44.9,0.03
38,43.22,86.5,0.13
,31.032,78.457,0.06
137,38.95,69.03,0.5
/SULITJ,67.125,16.297,0.23
,57.201,-129.486,0.02
GROUPE,45.505,6.852,0.06
,34.927,80.959,1.46
,28.23,85.459,0.39
Cole Glacier,-68.6746,-66.0152, 
557,38.3,72.82,0.1
787,38.03,71.97,0.4
ANGELES F,-39.799,-71.468,0.27
,45.489,7.255,0.08
,29.75,84.654,4.9
,36.014,80.289,1.81
179,42.67,44.77,0.5
ROSIM,46.528,10.629,0.78
,-14.333,-69.758,0.17
,-34.658,-70.383,0.09
,36.25,77.014,0.2
413,38.13,73.43,0.1
,29.745,96.951,0.4
,29.875,95.851,0.5
,30.44,93.694,0.7
30,39.6,69.63,0.2
,57.058,-131.856,0.04
CO CABALLOS B,-36.41,-70.691,0.006
474A,43.22,42.93,0.1
,75.895,107.505,0.05
36,58.38,161.18,0.2
410,39.5,71.32,0.1
,61.875,-127.75, 
,37.034,75.102,1.64
,60.601,-137.602, 
232,42.42,74.46,0.5
,36.759,84.302,0.18
No 45,50.001,87.428,0.1
,60.87,-139.284,0.79
JALF,-43.469,170.143,0.545
,28.116,87.433,0.8
551,61.6,171.52,0.1
,-47.44,-73.18,2.2
,36.184,78.118,0.63
,29.309,82.766,10.66
228,38.85,68.47,0.2
,77.333,-79.527,0.45
2,43.78,84.07,0.27
,35.98,79.84,0.21
,30.32,95.682,0.3
,-44.875,168.188,0.034
,33.352,91.568,1.1
50,43.65,84.78,6.39
/ LAKSA,67.403,15.964,0.03
,29.305,96.9,0.95
,29.33,95.887,1.3
38,49.07,85.6,0.1
,57.098,-130.87,0.08
M.BLANC D.CRETON,45.919,7.587,0.08
,30.139,90.373,1.5
,76.605,-78.162,0.07
,28.801,84.671,0.1
,29.794,90.523,0.06
,38.152,70.717,0.18
,-40.567,-71.578,0.113
,29.817,93,1.71
314,37.6,73.55,0.2
,28.02,91.28,0.25
16,42.23,81.82,0.13
212,41.69,78.89,0.2
,57.45,-129.925,0.03
,48.933,-121.333,0.26
CHACAICO E,-36.447,-70.364,0.025
,-33.443,-69.892,0.8
77,39.5,69.83,0.2
64,39.58,69.7,0.3
,46.396,10.194,0.06
,-43.86,169.457,0.126
,-14.83,-69.171,0.05
,60.5,-44.63,0.17
108,42.2,79.87,1.4
5,44.28,83.23,0.17
,27.132,100.191,0.21
,30.815,83.444,0.28
19,39.3,98.52,0.97
,57.078,-129.292,0.02
43,42.22,79.8,4.5
,32.416,78.258,0.19
52,42.21,70.65,0.3
,30.655,79.405,0.33
,-13.707,-70.906,0.37
,30.503,93.731,0.1
,60.66,-44.58,9.1
,34.96,75.172,0.126
,56.788,-131.863,0.02
,28.233,89.936,0.1
77,80.3,47.77,0.2
,48.533,-120.8,0.05
,30.639,79.938,0.77
49,62,171.08,0.1
,29.605,83.087,0.18
,33.973,79.595,0.22
122,62.2,141.25,0.3
VALLECITOS GL,-32.973,-69.418,3.27
,57.293,-131.229,1.27
,57.139,-130.41,0.11
6,39.25,98.57,0.19
10,39.2,95.28,1.15
,34.125,79.88,0.08
Sefar,68.567,-147.283,0.39
,35.585,96.66,0.22
1,42.2,81.63,1.81
,30.217,84.161,0.14
,30.107,93.318,0.2
118,42.11,72.02,0.3
,-33.136,-69.701,0.01
,35.725,97.642,0.5
,-15.827,-68.468,0.09
No 530,38.747,71.09,0.1
Nakhodka,63.002,176.199,0.4
258,39.1,72.85,0.2
623,39.1,68.75,0.4
,60.091,-137.814, 
64,42.47,80.45,0.29
,31.049,82.49,0.21
,-14.298,-69.78,0.53
,34.89,76.424,1.03
,56.662,-131.705,0.05
,30.724,79.238,2.47
,-42.943,171.328,0.034
,36.246,72.797,1.035
,32.805,92.926,0.12
27,44.05,84.02,2
No 145,44.925,79.633,0.5
542,38.37,72.88,0.3
9,41.97,80.6,0.11
,69.283,-145.3,0.16
172,36.93,71.75,0.2
,35.499,81.007,0.52
,45.345,7.133,0.05
,28.192,90.616,0.05
FOND GL.DU,45.518,6.992,0.95
,31.323,78.64,0.47
No 32,54.074,88.936,0.02
14,41.27,77.75,1.67
,29.172,101.316,0.56
3,38.43,99.77,0.05
,27.845,88.624,0.27
,33.793,94.937,0.15
JUGO-VOSTOCHNYJ,42.35,46.27,1.2
,36.767,78.046,0.14
31,41.42,76.85,0.2
Nanjiabawa,29.672,95.075,31.26
25,43.63,85.08,0.4
,46.723,10.01,0.04
638,60.58,167.52,0.1
336,42.02,78.39,0.6
41A,43.23,41.67,0.5
,60.741,-137.759, 
,37.062,74.594,6.94
Hispar,36.048,75.511,521.152
,32.011,79.883,0.23
,-16.5,-67.783,0.28
683,37.53,72.03,0.1
,-61.9148,-57.9812, 
,36.272,74.037,5.257
21,44.55,80.73,0.11
,36.712,76.49,0.68
,60.843,-138.897,2.49
MOREBREEN,78.917,11.683,1.3
,57.766,-131.145,0.14
,37.623,75.148,0.31
,29.728,92.781,0.4
16,43.3,86.42,1.01
PUYHUANCOCHA 1,-10.453,-76.717,2.34
,69.56,-52.75,0.61
,36.015,79.851,0.11
,29.409,97.386,0.3
,46.06,7.695,0.17
407,41.88,79.63,0.7
,29.436,93.015,0.15
,38.958,74.936,18.14
,32.588,77.935,1.721
258,39.37,72.1,1.6
,36.371,78.576,0.24
,32.519,77.014,0.888
,35.522,80.321,0.23
WASSERFALLWINKEL,47.108,12.723,1.93
,29.756,96.995,0.49
23,42.65,81.62,0.37
,-43.56,170.543,0.091
,32.025,78.896,0.28
,34.934,81.038,0.43
47,43.33,85.05,0.32
,34.733,99.488,2.73
,-9.962,-77.219,0.47
No 26,75.886,107.842,0.1
,28.17,89.9,3.581
,-32.757,-70.134,0.04
,57,-130.429,0.53
,-42.993,171.297,0.149
161,40.5,74.69,0.3
,32.43,79.602,0.18
70,42.55,82.37,1.15
80,42.48,73.72,1.1
,27.927,92.428,0.05
ARCADE GLACIERS,-44.287,168.459,0.55
1,38.68,97.23,0.14
,36.67,76.538,1.79
,68.267,-148.5,0.08
,30.031,87.53,0.19
,37.817,70.891,2.81
16,44.87,79.98,0.19
,33.239,79.342,0.21
,-44.559,167.975, 
,48.817,-121.817,0.57
,32.439,78.487,0.1
SEITTAKG /LAUKUJ,68.042,18.478,0.8
,28.831,87.721,0.12
,-44.043,169.676,0.059
180,40.35,74.7,0.5
de la Cascada,-50.306,-73.317,2
55,40.97,77.57,4.72
,69.86,-50.05,236.22
680,37.99,72.33,2.7
129,39.58,70.32,0.9
192,42.29,73.33,0.2
,36.462,89.952,0.03
,46.072,10.589,0.05
,31.563,80.903,0.03
,27.961,86.759,0.47
23,42.6,81.22,0.34
219,37.07,72.18,0.9
,30.493,96.9,0.04
Chulluncuy,-13.319,-72.492,0.19
,27.86,92.207,0.58
,60.21,-44.58,0.37
PERVENETS,69.33,91.43,0.18
No 69,71.28,179.6,0.06
,35.567,80.199,0.11
No 15,38.952,70.662,0.2
31,43.47,86.17,0.12
393,41.86,78.48,0.3
8,43.52,84.53,0.4
386,61.65,171.67,2.5
,60.684,-138.57,0.09
,40.1,74.9,0.29
,29.441,101.801,0.35
AGBEK,43.23,41.68,2.4
,57.667,-132.38,0.35
,79.567,-92.508,2.8
,30.675,93.766,0.6
,30.097,90.266,1.3
,28.7,85.408,1.2
,-44.639,168.376,0.028
RAJUCOCHA,-8.861,-77.745,2
,38.904,73.739,1.04
,30.211,95.258,2.6
,30.744,88.532,0.39
,80.1,-94.083,0.62
Ancojahua,-14.954,-72.376,0.1
22,47.85,90.02,0.7
,68.917,-146.433,0.1
10,42.67,85.18,0.25
,28.931,84.576,0.1
,34.441,79.129,0.35
,31.252,80.833,0.1
10,43.37,84.85,0.19
,31.709,78.041,0.5
73,49.9,85.85,1.6
,35.86,72.728,0.336
,67.761,-65.861,0.929
,34.048,79.83,1.67
17,43.75,88.43,4.17
,66.06,-50.06,0.24
341,61.43,172.08,0.1
,57.428,-129.54,0.03
,46.416,7.881,0.08
,57.529,-129.795,0.03
,32.583,78.345,1.54
,36.203,71.549,0.449
,30.736,93.526,1.3
39,43.63,85.35,0.18
212,42.44,74.2,0.6
319,39.35,70.87,0.2
Machhapuchhre,28.494,83.948,0.15
128,42.67,44.83,0.1
No 363,49.777,86.861,0.4
,36.958,74.46,0.801
,31.026,78.481,0.36
,36.499,75.381,0.252
,68.567,-147.2,0.23
GRIESSBACHJOCH S,47.063,12.055,0.16
46,38.02,72.53,3.7
,68.25,-148.5,0.18
,27.83,87.987,0.08
,33.445,91.522,2.18
27,40.71,74.07,0.2
,31.135,79.262,0.4
392,37.72,72.63,1
VICUNITA,-11.479,-76.235,0.43
,33.356,90.996,0.52
Pichiya,-13.836,-70.882,0.19
8,43.62,84.92,0.08
,46.868,10.98,0.04
,29.472,85.423,0.4
No 217,44.919,79.157,1.3
,29.854,92.986,0.17
,30.556,93.018,0.9
,29.237,96.487,3.63
13,43.97,83.42,0.03
,-13.19,-72.083,0.05
,28.095,92.953,0.3
,-60.742,-44.621,4.801
,57.427,-129.341,0.14
335,39.37,70,0.8
,31.671,80.694,0.3
,38.107,70.908,0.31
/GRATNG,68.64,17.436,0.24
,33.161,95.392,0.64
,29.812,88.277,1.2
243,39.55,70.6,0.1
,34.366,80.237,0.12
,59.224,-137.33, 
,60.758,-137.845, 
142,41.98,77.66,0.3
23,43.15,86.4,0.04
,63.15,-49.5,0.5
,70.26,-51.76,0.09
Cerro Peinado III,-47.733,-72.233,0.05
,28.127,86.932,10.55
402,61.13,172.07,0.2
,28.118,89.542,2.95
,37.763,89.239,0.4
,76.675,-77.997,163.32
1,43.57,84.18,0.09
,35.163,82.403,0.3
555,42.82,77.19,0.6
NIJNII MUSKULAK,38.65,72.47,2.2
/ROMBKE,68.278,17.944,0.22
No 151,44.914,79.63,0.5
,32.046,78.815,1.18
,57.314,-131.527,0.35
,30.475,80.784,0.18
,-13.362,-72.504,0.1
,-14.852,-69.182,0.09
5,38.27,98.68,0.17
,31.05,78.637,0.47
,70.18,-51.93,1.63
236,40.84,75.53,0.4
,36.211,74.713,0.301
578,37.53,72,0.2
Condoriqui¬a,-13.817,-70.91,1.09
,27.603,87.986,0.01
,-14.878,-69.022,0.02
273,38.18,73.13,3
535,42.88,77.2,0.4
95,36.78,71.7,0.2
CHALCHTALFIRN,46.718,8.455,0.42
,29.853,92.26,0.12
,-40.766,-71.557,0.01
,34.619,78.516,0.2
62,42.75,82.23,0.13
,38.035,70.793,0.09
,31.853,95.647,0.18
,29.741,97.267,0.65
427,38.05,73.48,0.2
COPAHUE Y,-37.841,-71.176,0.007
,70.21,-51.71,0.58
,-33.453,-69.957,0.11
21,42.75,86.9,0.27
,-33.256,-69.974,0.1
,36.647,91.229,0.12
,29.421,83.424,0.53
204,38.53,71.92,0.3
DOMUYO T2,-36.518,-70.444,0.107
,29.455,82.994,0.49
CHALAUS,46.867,10.185,0.51
,28.384,97.93,0.11
,35.477,78.524,0.6
,36.39,76.012,0.82
15,38.35,95.72,0.49
,48.867,-121.467,0.1
,66.132,-63.996,0.691
,35.952,77.191,0.78
57,42.02,72.26,0.1
First Pagernyj,44.902,79.41,0.8
GRAND VAN,45.039,5.909,0.03
Xibu,30.386,90.605,31.6
151,42.14,78.97,0.5
,48.833,-121.267,0.13
,36.197,71.849,0.145
,-14.325,-69.765,0.13
352,42.36,78.54,1.9
,29.331,96.178,0.02
196,40.12,74.17,0.1
ELKHORN,47.817,-123.583,0.49
,46.506,8.413,0.03
,36.115,80.103,0.06
,68.183,-154.65,0.23
,66.16,-50.66,0.37
,29.171,94.291,0.75
,37.686,90.672,0.3
,35.613,94.594,0.72
,35.799,93.609,0.31
329,42.23,78.51,0.2
,46.069,7.658,0.09
,36.496,89.604,0.31
,36.213,79.381,1.64
,-10.05,-77.096,0.03
,36.695,75.102,0.135
,30.353,79.706,3.14
,29.958,82.52,0.19
/OTTA O,62.069,7.644,3.7
,30,84.356,0.44
/VALLDL,62.375,7.475,1.55
88,39.78,72.6,0.2
,57.673,-131.082,0.26
,33.953,80.01,0.32
,31.034,79.125,0.22
,33.543,94.82,0.53
,28.939,83.305,0.79
,35.075,74.999,0.118
LAGAUN,46.732,10.741,1.1
9,42.43,75.35,0.1
,27.817,92.3,12.15
,-40.411,-71.433,0.015
,31.344,78.54,0.74
,30.071,81.173,0.25
,27.964,87.175,0.59
,30.498,93.075,0.4
,-44.654,167.788,0.03
,35.739,75.812,0.985
,61.616,-139.256, 
,36.225,92.067,0.15
,36.835,76.587,1.11
66,38.88,72.13,1.3
AV GROVB /JOLSTR,61.5,6.525,12
,34.194,81.021,0.13
149,38.77,67.97,0.1
CO PIRAMIDE B,-36.374,-70.592,0.02
,30.043,89.257,0.15
,-44.222,169.555,0.04
,36.19,76.644,0.66
,57.104,-130.02,4.26
,48.4,-121.267,0.08
100,42.42,81.33,0.2
479,37.32,74.08,0.4
,-34.394,-70.143,0.08
,57.668,-129.727,0.06
,38.717,75.212,1.39
,-32.92,-69.539,2.06
26,40.92,77.42,0.37
,-11.484,-76.253,0.2
RAMIREZ E    1,10.817,-73.567,0.03
,36.1,76.836,2.27
,-43.173,171.022,0.352
,-15.837,-68.459,0.1
MILLPO 2,-10.479,-76.852,0.77
361,39.87,72.88,1.7
,57.509,-129.694,0.05
43,43.47,84.23,2.6
597,37.57,71.85,0.4
,-67.1258,-64.7471, 
,31.234,81.402,0.06
,37.468,90.278,0.59
,59.929,-135.988, 
87,43.78,84.35,0.29
,30.431,90.436,0.15
,36.37,78.701,0.19
,-43.418,170.558,0.119
No 265,38.804,72.023,1.3
,-44.317,168.488,0.062
388,39.17,72.58,0.3
,29.733,86.511,0.23
,56.789,-130.363,0.03
Choc¬acota,-14.263,-69.847,0.12
,35.578,80.059,0.12
,-14.427,-70.994,0.42
,-34.784,-70.401, 
,29.23,83.387,0.17
,61.151,-140.272,0.81
559,41.55,76.9,0.2
No 67,39.044,71.361,0.3
,27.924,87.734,0.21
/SKJOMA,68.021,17.735,0.02
,37.344,87.357,0.26
,28.114,85.868,3.25
,56.951,-130.725,0.18
STERLAS VAD. LAS,46.514,9.952,0.05
17,50.98,89.67,0.1
/GLOMFD,66.779,13.914,0.36
330,73.45,56.18,2.5
15,38.75,67.6,0.1
,80.46,-94.85,1.51
,36.409,89.769,0.35
,34.042,79.739,0.32
80,39.72,72.02,0.5
775,38.33,73.17,0.2
124,45.03,80.07,4
,57.871,-131.477,0.1
,35.817,77.467,15.08
44,42.35,81.98,0.17
,30.505,93.696,0.9
,57.48,-132.073,0.22
,28.986,87.374,0.3
311,42.54,74.76,10
,29.672,82.994,2.25
S APARGL /KABTAJ,67.333,17.925,0.48
,32.348,78.888,0.06
11,43.13,86.8,0.06
,69.68,-52.46,0.22
,59.567,-136.37, 
,66.45,-53,2.68
Mozigou,29.634,101.967,26.76
,57.265,-130.827,0.16
24,40.97,77.83,0.25
,35.089,73.591,0.422
,29.88,85.338,0.4
,62.625,-127.25, 
,57.685,-132.466,1.31
,57.453,-129.938,0.1
,30.254,95.661,0.3
STABBARPBREEN,77.85,16.933,2.85
,32.43,77.768,0.95
,-16.3,-67.667,0.15
,30.226,90.25,0.6
7,43.08,87.43,0.17
,60.128,-136.046, 
,32.499,92.93,0.09
,28.069,87.587,0.6
78,42.15,81.28,0.1
312,39.45,70.92,0.1
,56.936,-131.855,0.01
,-11.942,-76.134,0.22
317,42.57,74.82,2.8
,30.677,82.372,0.05
,38.898,75.095,23.11
,-42.976,171.273,0.033
HUDUSK,37.63,71.6,0.5
363,37.28,73.9,1.7
,57.894,-132.365,0.52
,56.795,-130.008,0.03
,29.627,90.593,0.17
de la Pilatte,-49.558,69.522,3.751
,-33.268,-69.771,0.25
,32.375,94.232,0.26
,34.907,78.295,0.05
,36.063,79.329,0.71
101,39.6,70.13,3.1
Mai,30.367,91.433,15.25
,36.029,81.635,0.26
,56.512,-131.111,0.03
11,44.53,80.47,0.02
128,56.62,159.65,0.8
,57.604,-129.734,0.08
8,40.98,77.73,1.31
326,39.78,72.67,0.5
48,43.35,85.43,0.11
,29.454,82.645,0.39
27,41.37,76.56,0.2
,29.583,87.309,0.1
715A,43.28,41.88,0.1
,57.432,-129.348,0.03
,68.317,-147.85,0.21
,37.657,88.148,2.29
,68.167,-150.8,0.62
41,43.55,85.03,13.38
,46.694,8.678,0.12
,78.763,-91.858,2.32
631,73.1,54.72,0.9
340,37.65,73.43,0.3
186,43.15,42.35,0.1
MUD GLACIER,57.005,-131.891,44.01
,61.429,-139.984,1.57
No 97,44.539,80.292,0.8
,-40.636,-71.547,0.128
200,37.93,72.62,1.4
242,39.28,70.49,1
,-14.667,-69.167,0.78
,56.78,-131.55,1.47
3,38.95,97.83,0.57
407,39.27,69.5,1
635,37.42,71.75,0.1
,56.819,-131.482,0.9
Portezuelo Plano,-49.017,-72.917,3
,78.37,-89.183,0.91
,29.297,83.488,0.3
14,43.37,84.88,0.1
,28.697,83.148,0.22
,-44.289,168.472,0.146
,33.558,79.111,0.466
Jiabula,28.116,86.633,65.5
,38.552,75.758,2.59
,59.739,-137.426, 
395,37.72,72.6,0.2
,29.488,89.935,0.03
,28.57,84.944,0.11
,29.814,82.301,0.52
E. MID. PALISADE,37.07,-118.46,0.48
,63.1,-50.01,4
,-44.34,168.435,0.183
34,48.82,87.77,0.34
,29.885,96.896,0.47
,32.519,77.269,2.191
,30.079,93.266,4.55
358,38.74,72.89,0.1
,34.588,81.406,0.13
,69.71,-53.46,1.23
,-43.67,170.271,0.054
,35.825,77.45,2.41
40,39.6,71.57,22.8
,30.829,88.605,0.5
,29.824,82.719,6.12
,57.641,-129.665,0.1
,45.759,6.801,0.09
,61.765,-140.185,0.06
45,43.18,86.1,0.45
,80.933,-94.05,0.3
3,38.32,99.02,0.06
,35.19,78.054,0.38
ANTARAZO 2,-12.931,-75.126,0.34
,33.491,94.805,0.23
,67.26,-52.71,1.09
,32.695,93.232,0.1
,33.593,79.099,0.466
,56.662,-131.472,0.11
,33.968,79.625,0.38
,70.73,-50.95,0.12
,32.536,92.523,0.1
,28.499,98.658,1.28
4,43.93,84.4,0.13
,47.717,-123.383,0.05
,-13.912,-70.799,1.39
,32.745,77.716,0.038
,-40.608,-71.833,0.092
,-40.957,-71.787,0.125
,56.44,-131.183,1.06
,28.862,93.15,0.03
/ RAUMA,62.183,7.871,0.12
214,54.85,161.88,7.3
,35.828,79.222,0.39
69,42.27,80.12,1.4
12 AYLS,41.92,79.85,45.91
/  UTLA,61.425,7.797,0.4
,61.642,-138.19, 
,29.317,96.358,0.25
31,42.42,73.5,0.8
,35.948,79.037,0.53
,34.174,82.097,0.38
No 374,38.78,71.377,0.6
,35.262,81.937,1.18
,57.014,-130.061,0.02
HAVELOCK,-43.355,170.688,0.499
6,37.65,101.48,0.11
288,39.28,72.97,1.6
GROUPE,45.555,6.801,0.08
114,41.08,76.98,0.4
,48.933,-121.233,0.05
LAGOS D,-39.186,-71.203,0.01
,30.747,93.555,0.6
,29.488,97.011,1.15
44,41.92,80.97,0.4
32,44.07,83.55,0.09
,30.427,80.457,0.39
,28.953,86.112,0.07
,32.22,79.822,0.03
35,44.03,83.98,0.03
,67.841,-67.752,42.934
,78.613,-90.225,16.12
,36.512,72.151,1.335
,28.141,90.928,1.34
,30.665,83.267,0.2
,28.475,85.327,0.38
,57.118,-131.98,1.11
,81.287,-92.617,0.25
,28.731,84.582,0.95
12,80.88,58,1.7
,-44.433,168.353,0.367
46,43.28,85.45,0.16
,30.98,78.561,0.2
,57.19,-127.896,0.05
KNOTENSPITZ W,47.065,11.168,0.09
,33.071,79.718,0.43
407,41.93,77.74,0.6
,57.24,-129.267,0.03
,35.607,72.866,0.059
Bingzhangling,36.523,88.747,0.28
,-9.802,-77.238,0.57
,28.33,86.458,0.49
,35.53,72.762,3.204
,-16.433,-67.867,0.27
,34.368,80.817,1.41
,30.018,82.312,0.23
,57.392,-128.928,0.26
,46.789,8.992,0.15
,35.684,94.238,0.83
/BYGDIN,61.386,8.564,1.1
AMARILLO GL,-32.875,-69.941,0.34
,59.969,-135.7, 
,60.23,-44.68,0.18
167,49.85,86.35,0.9
TERENTIEVA,68.07,65.72,0.3
20,39.17,70,0.5
16,43.08,77.52,1.1
693,37.53,72.08,0.1
,46.436,7.954,0.08
COULOIR NW ROUIE,44.868,6.24,0.01
,35.477,74.943,2.157
WE.EISENTALER,47.078,10.087,0.06
,32.13,94.989,0.15
31,41.05,77.62,0.11
,-43.639,170.341,0.08
24,75.65,58.95,17
684,38.93,68.2,0.5
,32.508,78.196,0.27
,-45.019,167.675,0.052
,29.822,90.126,0.19
,28.469,92.705,0.03
17,49.08,86.67,0.3
,35.323,73.505,0.282
686,38.95,68.2,1.5
,28.945,86.084,0.11
,28.09,90.675,0.98
,34.385,81.626,0.2
22,43.12,83.72,0.71
,-42.974,171.388,0.071
98,39.33,69.98,0.3
,60.271,-138.699, 
,39.239,74.512,4.59
,34.97,76.946,1.36
,29.344,82.86,1.38
DOMUYO    L    1,-36.637,-70.404,2.925
,28.288,90.652,1.1
3,81.58,58.37,0.3
,65.7,-52.83,0.51
,27.766,89.513,0.436
,30.582,93.986,0.2
,28.783,83.128,0.09
,28.451,98.746,1.38
,35.593,77.406,3.16
,37.202,74.9,0.31
,60.079,-138.2, 
,33.987,79.455,0.591
3,43.47,85.73,0.31
,31.195,79.169,0.24
195,49.88,86.5,0.6
32,42.93,76.75,0.8
,36.012,78.897,1.9
8,39.03,67.63,0.2
,57.097,-129.251,0.02
255,38.58,72.54,0.1
,57.254,-130.979,0.61
,29.701,82.292,3
,60.893,-138.835,0.02
,28.902,97.078,0.53
,57.094,-131.063,0.12
,35.419,75.091,0.303
,-64.2144,-57.2772, 
151C,43.2,42.13,1.3
de la Silla,-50.475,-73.2,3
,79.288,-89.15,6.67
,32.492,79.499,0.08
148,41.94,77.29,0.4
,57.366,-130.792,0.05
16,44.83,80.32,0.27
,60.7,-45.05,0.1
,30.619,80.193,0.69
,28.048,87.892,0.28
,29.492,93.118,0.4
,28.835,96.599,0.05
,34.878,73.438,1.754
,30.256,84.947,0.2
,57.171,-129.538,0.02
,61.142,-139.874,0.65
2,42.52,81.13,0.26
,61.91,-48.15,0.06
,79.755,-89.578,6.25
,30.12,94.158,2.85
,38.169,70.658,0.38
,69.2,-144.967,0.75
,-16.972,-67.335,0.07
23,43.85,83.87,0.94
Yuraccsa,-15.441,-72.157,0.57
,27.783,92.455,0.06
,35.149,77.137,5.21
,45.996,7.995,0.1
,35.165,80.941,0.06
,77.305,-80.208,1.85
,29.759,93.467,0.09
,36.49,75.619,0.426
161,43.23,42.35,0.1
,28.567,85.058,3.13
,-69.2997,-65.1577, 
,27.687,88.052,0.44
,60.78,-44.63,2
315,61.4,172.37,0.1
,47.013,11.782,0.04
,57.276,-129.158,4.08
,-42.991,171.276,0.042
,35.741,76.86,0.38
,32.582,76.788,0.115
,28.507,97.809,0.19
No 154,49.918,87.639,0.2
339,39.22,72.67,3.1
,31.69,95.427,0.81
,31.035,94.482,0.21
1,44.68,80.85,1.17
54,43.48,85.5,0.06
616,42.76,76.74,2.3
Penny IC (E),67.272,-65.801,3130.857
,34.592,78.504,0.72
,30.208,94.385,0.1
,30.627,94.543,0.3
2,38.77,95.95,0.09
Sara Umga Gl,32.2,77.521,63.179
,-63.7887,-59.2845, 
,-33.408,-70.199,0.03
56,39.3,73.13,0.2
,27.876,87.2,1.07
,34.936,75.72,0.1
No 129,50.103,87.757,0.1
,66.587,-62.805,5.541
,66.574,-63.751,16.846
,34.526,80.328,0.09
,-60.722,-44.628,4.299
PAMPA GRANDE B,-39.772,-71.606,0.01
,56.483,-131.049,1.05
6,43.45,85.67,0.41
498,37.35,74.15,0.5
44,42.42,80.5,0.06
,29.131,97.347,0.05
,35.701,82.373,0.41
,36.465,78.111,0.12
,35.92,91.4,0.16
,29.598,83.274,0.4
,56.549,-131.715,0.6
,61.253,-139.85,4.78
,68.233,-151.167,0.1
HAELSIFIRN,46.823,8.827,0.36
/BEIARE,66.93,14.55,0.2
,28.963,83.623,0.52
542,61.03,171.52,0.2
1,38.88,99.08,0.18
Gorbila,35.77,72.398,3.7
,37.016,75.188,0.63
,-33.134,-69.971,0.04
,29.951,97.059,0.23
6,38.85,68.5,2.5
,-32.692,-70.055,1.53
,29.166,97.846,0.6
,-44.224,169.552,0.041
,35.73,75.129,4.448
,57.326,-130.822,0.06
,68.917,-144.85,0.26
,30.34,79.724,3.39
,-34.483,-70.155,4.2
43,41.97,80.02,2.99
,30.181,81.657,0.66
,35.634,94.426,0.4
,35.737,81.072,0.18
,66.36,-52.45,0.91
,35.995,81.166,2.57
,69.8,-53.46,35.23
6,43.23,86.72,0.38
,34.696,73.671,0.06
,50.05,-126.698,0.3
,35.275,80.934,0.29
,-44.425,168.62,0.202
,35.367,75.246,4.911
268,39.4,70.43,1.9
75,38.8,73.73,0.4
46,42.28,70.79,0.1
30,40.7,76.8,0.17
,35.967,81.517,0.29
37,42.43,73.53,0.5
,33.713,95.098,0.1
43,80.88,57.72,1.3
587,72.93,54.65,2.5
83,79.48,99.38,1.2
,57.273,-129.365,0.37
,36.615,89.418,0.62
,31.906,77.659,0.729
,34.849,76.056,0.138
88,42.47,73.74,0.7
,-47.48,-73.03,3
,64.46,-50.48,0.26
56,38.18,71.93,0.4
,30.03,86.237,0.75
23,40.71,74.1,0.2
402,38.05,73.42,0.4
105,42.52,80.58,0.03
34,80.27,53.65,2.9
146,42.13,78.95,2.6
,56.424,-131.088,1.48
,46.132,8.07,0.25
,30.129,85.236,0.23
,-34.028,-70.215,0.34
No 32,50.06,87.378,1.9
,30.777,91.779,0.33
,-43.923,169.397,0.042
,36.725,73.927,2.532
58,38.2,71.93,0.2
,35.811,72.263,0.465
,31.003,83.517,0.78
560,38.77,72.78,2.4
,59.604,-136.922, 
,-14.819,-69.152,0.05
,30.298,83.929,0.05
,30.375,90.371,0.04
,29.362,92.519,0.15
,57.561,-129.692,0.03
,65.95,-51.85,7.94
BOVERJAT,44.874,6.307,0.21
54,41.4,78.38,1.2
194,39.47,72.95,1.5
,57.514,-129.875,0.14
,28.25,86.129,0.08
140,42.11,78.89,4.1
,60.173,-136.909, 
Torres,-53.267,-72.783,0.8
,29.609,95.808,6.2
,34.007,89.073,0.28
78,42.58,83.08,0.03
,28.941,84.161,0.35
34,39.75,71.77,0.8
/SKJOMA,68.075,17.921,0.06
,56.768,-130.449,0.02
,29.483,97.333,1.38
,31.173,88.093,0.07
,57.119,-129.145,0.08
,-43.158,171.039,0.812
,35.928,95.337,0.41
,30.624,93.919,1.6
13,43.03,86.93,0.13
,30.896,94.251,0.22
,68.967,-143.983,0.65
46,41.37,78.23,0.41
15,39.52,69.37,0.3
,32.856,77.419,0.593
